label,path
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g18_c04
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g18_c05
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g18_c06
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g18_c07
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g19_c01
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g19_c02
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g19_c03
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g19_c04
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g20_c01
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g20_c02
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g20_c03
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g20_c04
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g20_c05
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g20_c06
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g20_c07
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g21_c01
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g21_c02
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g21_c03
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g21_c04
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g22_c01
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g22_c02
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g22_c03
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g22_c04
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g22_c05
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g23_c01
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g23_c02
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g23_c03
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g23_c04
0,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\Archery\v_Archery_g23_c05
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g01_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g01_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g01_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g01_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g02_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g02_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g02_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g02_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g02_c05
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g02_c06
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g03_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g03_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g03_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g03_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g04_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g04_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g04_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g04_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g05_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g05_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g05_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g05_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g05_c05
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g06_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g06_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g06_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g06_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g06_c05
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g06_c06
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g07_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g07_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g07_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g07_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g07_c05
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g07_c06
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g08_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g08_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g08_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g08_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g09_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g09_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g09_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g09_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g09_c05
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g09_c06
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g10_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g10_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g10_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g10_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g10_c05
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g11_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g11_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g11_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g11_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g12_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g12_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g12_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g12_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g12_c05
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g12_c06
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g13_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g13_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g13_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g13_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g13_c05
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g13_c06
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g14_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g14_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g14_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g14_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g15_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g15_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g15_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g15_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g15_c05
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g15_c06
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g16_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g16_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g16_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g16_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g16_c05
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g16_c06
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g17_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g17_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g17_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g17_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g17_c05
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g18_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g18_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g18_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g18_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g18_c05
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g18_c06
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g19_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g19_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g19_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g19_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g19_c05
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g20_c01
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g20_c02
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g20_c03
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g20_c04
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g20_c05
1,C:\Users\Charlescai\PycharmProjects\Action_recognition_tf-master\test_dataset\BabyCrawling\v_BabyCrawling_g20_c06
